Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
09/19/2021,38,NH,1490,1727263,1930,814,924543,1068,Report,1490,1930,667,829330,863
09/19/2021,38,NV,1970,3342909,5901,1051,1872302,2829,Admin,1970,5902,885,1554592,2962
09/19/2021,38,LA,1337,4429465,9388,472,2423801,2780,Admin,1337,9389,860,2107011,6214
09/19/2021,38,MI,1879,10480263,10356,683,5512267,4350,Admin,1879,10356,1102,5072727,4944
09/19/2021,38,WA,4400,9864304,21518,2492,5356890,10719,Report,4400,21518,2114,4738465,9942
09/19/2021,38,SC,18018,5115493,15783,7232,2809594,6959,Report,18018,15783,9020,2365692,7469
09/19/2021,38,IA,270,3408429,4021,110,1821773,1631,Admin,270,4021,150,1689347,2151
09/19/2021,38,VA,2367,10709314,15177,984,5782296,6639,Admin,2367,15178,1313,5105153,7560
09/19/2021,38,MH,0,40063,70,0,22436,42,Report,0,70,0,19530,46
09/19/2021,38,ME,436,1797911,2375,203,984517,1027,Admin,436,2376,223,905463,1305
09/19/2021,38,AR,8511,2954816,6607,2888,1663605,2362,Report,8511,6607,5220,1346047,3947
09/19/2021,38,IA,66,3395253,4911,27,1816886,2119,Report,66,4911,92,1677814,2463
09/19/2021,38,OK,1883,4060740,8892,689,2244887,3527,Admin,1883,8892,1148,1871486,4746
09/19/2021,38,MO,12016,6170100,10878,5002,3367864,4432,Report,12016,10878,6448,2884345,5859
09/19/2021,38,MA,10959,9673546,9914,5061,5283182,4729,Report,10959,9914,4958,4635058,4495
09/19/2021,38,PA,27906,15899334,26466,13647,9128785,13332,Report,27906,26466,13309,7285038,12486
09/19/2021,38,TN,1961,6722062,15186,803,3635245,5999,Admin,1961,15187,1124,3096969,8120
09/19/2021,38,OR,558,5155641,7098,266,2781814,3168,Admin,558,7099,298,2526252,3783
09/19/2021,38,ID,4316,1526651,3562,2096,820951,1775,Report,4316,3562,1927,728689,1615
09/19/2021,38,KS,634,3035260,4235,209,1677108,1719,Admin,634,4235,406,1419405,2341
09/19/2021,38,MN,555,6572559,7148,259,3548083,2696,Admin,555,7148,296,3238880,3620
09/19/2021,38,VI,5,100063,226,5,54724,104,Report,5,226,2,45551,119
09/19/2021,38,NM,886,2742041,3960,299,1490399,1461,Admin,886,3961,593,1296992,2190
09/19/2021,38,CT,1479,4968660,5830,669,2688390,2445,Admin,1479,5830,782,2424295,3037
09/19/2021,38,AZ,2161,8095500,11026,969,4350564,4936,Admin,2161,11027,996,3729313,5453
09/19/2021,38,OK,12741,4049060,10498,4985,2240437,4341,Report,12741,10498,6628,1838725,5341
09/19/2021,38,WA,3001,9916218,17272,1591,5378996,8127,Admin,3001,17273,1430,4766214,8323
09/19/2021,38,ME,325,1790792,2711,148,981590,1264,Report,325,2711,205,907009,1369
09/19/2021,38,FL,2222,26133526,51804,1285,14353162,19378,Report,2222,51804,1227,11993732,26331
09/19/2021,38,WI,13410,6679402,10396,6219,3537833,4782,Report,13410,10396,6614,3239273,5086
09/18/2021,37,ID,3718,1522335,3598,1772,818855,1801,Report,3718,3598,1725,726762,1615
09/18/2021,37,UT,17933,3363011,6829,7618,1883282,2953,Report,17933,6829,9276,1588179,3534
09/18/2021,37,FL,51673,26131304,62471,18569,14351877,23203,Report,51673,62471,26212,11992505,31413
09/18/2021,37,SC,14394,5097475,16136,6193,2802362,7289,Report,14394,16136,6844,2356672,7399
09/18/2021,37,GU,809,226763,554,365,123960,310,Report,809,554,479,108670,261
09/18/2021,37,NH,1309,1725773,2205,758,923729,1256,Report,1309,2205,615,828663,976
09/18/2021,37,PR,2170,4599870,4262,706,2490653,1375,Admin,2170,4262,1379,2191691,2567
09/18/2021,37,ME,3120,1790467,2706,1358,981442,1266,Report,3120,2706,1672,906804,1377
09/18/2021,37,MP,144,68974,88,29,35462,27,Report,144,88,89,33591,43
09/18/2021,37,MT,777,1070229,1620,423,581416,765,Admin,777,1620,292,512497,722
09/18/2021,37,SD,749,938908,1503,323,515527,708,Admin,749,1503,418,448682,729
09/18/2021,37,MT,2505,1065943,2280,1162,579236,1075,Report,2505,2280,1127,510198,1035
09/18/2021,37,HI,3073,1841481,2832,1413,1067660,1408,Report,3073,2832,1555,805718,1301
09/18/2021,37,MN,11367,6553805,8888,4273,3540740,3411,Report,11367,8888,5713,3239104,4512
09/18/2021,37,DC,590,983811,1220,297,540971,643,Admin,590,1221,269,454526,469
09/18/2021,37,CT,5468,4967181,6125,2277,2687721,2613,Admin,5468,6126,2827,2423513,3150
09/18/2021,37,IN,8099,6638098,10290,3358,3502378,4529,Admin,8099,10290,4399,3233546,5402
09/18/2021,37,WY,1685,507491,1280,796,279893,651,Report,1685,1280,802,235063,594
09/18/2021,37,VA,55750,10630941,24436,26969,5747367,11496,Report,55750,24436,27325,5061518,11466
09/18/2021,37,FM,362,69970,225,193,43295,98,Report,362,225,325,36646,159
09/18/2021,37,AK,267,769935,1022,120,418633,456,Admin,267,1023,124,363390,414
09/18/2021,37,RP,84,30549,99,67,17466,28,Admin,84,99,28,15146,37
09/18/2021,37,MO,6262,6183098,9081,2191,3372622,3619,Admin,6262,9082,3469,2935630,4962
09/18/2021,37,PA,14631,15931688,16138,7058,9144559,7973,Admin,14631,16138,7468,7279556,7838
09/18/2021,37,AL,3463,4386893,13521,1464,2486932,5262,Report,3463,13521,2104,2013023,7647
09/18/2021,37,SD,2119,935372,1703,1091,513979,903,Report,2119,1703,1049,448830,759
09/18/2021,37,HI,1010,1845820,1962,410,1069649,943,Admin,1010,1963,607,800213,972
09/18/2021,37,CA,79544,49538267,80650,33480,27898205,35252,Report,79544,80650,42055,22811511,41201
09/18/2021,37,AR,2406,2960366,5018,821,1665618,1761,Admin,2406,5019,1509,1348312,3082
09/18/2021,37,LA,5336,4428128,9621,1668,2423329,2849,Admin,5336,9622,3457,2106151,6370
09/18/2021,37,RI,1437,1438526,1706,579,773317,767,Admin,1437,1706,767,703786,846
09/18/2021,37,WV,86,1534725,901,40,850885,405,Admin,86,902,45,712254,334
09/18/2021,37,TX,46972,31811456,60605,15903,17603794,22011,Admin,46972,60606,26603,14956092,32504
09/18/2021,37,MA,8017,9688920,9551,3590,5289989,4415,Admin,8017,9551,3725,4640191,4306
09/18/2021,37,MN,3447,6572004,7516,1297,3547824,2828,Admin,3447,7517,2040,3238584,3852
09/18/2021,37,NV,5198,3340939,6167,2484,1871251,2938,Admin,5198,6168,2580,1553707,3106
09/18/2021,37,TX,145238,31684272,92669,53581,17555930,35159,Report,145238,92669,76623,14511866,47987
09/18/2021,37,KY,13016,4786902,12368,5718,2646526,5734,Report,13016,12368,6287,2269822,5792
09/18/2021,37,NJ,23713,11358666,19020,10148,6185501,8237,Report,23713,19020,11889,5628314,9517
09/18/2021,37,MI,45143,10436377,16135,22555,5493450,7304,Report,45143,16135,18235,5155873,7221
09/18/2021,37,NM,2316,2741155,4104,733,1490100,1526,Admin,2316,4104,1257,1296399,2244
09/18/2021,37,WI,6040,6692020,9939,3120,3543895,4552,Admin,6040,9940,2784,3266717,4847
09/18/2021,37,WY,414,509865,1064,197,280992,532,Admin,414,1065,219,238908,497
09/18/2021,37,ND,89,728498,1300,44,401372,629,Admin,89,1301,51,346583,639
09/18/2021,37,MS,19839,2704228,9859,6222,1464700,3489,Report,19839,9859,11796,1253359,5741
09/18/2021,37,NC,11645,11037163,20286,5606,6195328,9682,Admin,11645,20287,5835,5166929,10049
09/18/2021,37,MS,4188,2723324,7591,1517,1470857,2489,Admin,4188,7591,2560,1260072,4584
09/18/2021,37,VI,302,100058,241,109,54719,114,Report,302,241,193,45549,121
09/18/2021,37,KS,5834,3021667,5568,2436,1671978,2405,Report,5834,5568,3093,1459386,2883
09/18/2021,37,AR,7493,2946305,6721,2659,1660717,2426,Report,7493,6721,4431,1340827,3973
09/18/2021,37,IA,5292,3395187,4910,2200,1816859,2119,Report,5292,4910,2670,1677722,2471
09/18/2021,37,CA,43533,49786761,69811,17476,27999103,27765,Admin,43533,69811,23122,22938729,37478
09/18/2021,37,FL,43745,26290433,52968,15279,14407703,19231,Admin,43745,52968,24138,12208115,28020
09/18/2021,37,GU,54,227025,112,34,124060,52,Admin,54,113,25,108695,58
09/18/2021,37,NE,1689,2138252,2920,562,1133674,1105,Admin,1689,2920,1072,1041388,1635
09/18/2021,37,DC,1990,978006,1447,990,538079,766,Report,1990,1447,771,416861,564
09/18/2021,37,TN,10924,6720101,16102,4313,3634442,6396,Admin,10924,16102,6251,3095845,8594
09/18/2021,37,KS,2894,3034626,4445,1133,1676899,1820,Admin,2894,4445,1675,1418999,2441
09/18/2021,37,MA,20995,9662587,9979,9653,5278121,4802,Report,20995,9979,9343,4630100,4465
09/18/2021,37,OR,8787,5134283,8819,4113,2773108,4313,Report,8787,8819,4633,2519676,4234
09/18/2021,37,TN,20158,6674595,18793,7922,3617311,7792,Report,20158,18793,9820,3011901,8961
09/18/2021,37,PR,11338,4573121,15670,4124,2481581,4606,Report,11338,15670,6436,2188618,8787
09/18/2021,37,LA,14919,4403876,11044,4815,2415945,3493,Report,14919,11044,9399,2053232,7034
09/18/2021,37,CO,11890,7034638,11783,4927,3753834,4627,Report,11890,11783,5672,3367262,4986
09/18/2021,37,OH,25959,11876107,8003,11928,6337661,5836,Report,25959,8003,12463,5788971,6585
09/18/2021,37,CT,6679,4949318,7329,2837,2680428,3259,Report,6679,7329,3542,2414579,3641
09/18/2021,37,OR,4520,5155083,7512,1786,2781548,3394,Admin,4520,7512,2589,2525954,3969
09/18/2021,37,AZ,9027,8093339,11665,4077,4349595,5260,Admin,9027,11666,4344,3728317,5734
09/18/2021,37,VT,848,888200,843,413,489789,417,Report,848,843,343,429863,360
09/18/2021,37,AL,7745,4423515,12555,2612,2500077,4432,Admin,7745,12555,4928,1994720,7399
09/18/2021,37,VA,12088,10706947,16251,5078,5781312,7181,Admin,12088,16251,6379,5103840,8055
09/18/2021,37,US,916413,384911290,777010,391645,211489242,341420,Report,916413,777010,462851,181035022,386661
09/18/2021,37,AL,3463,4386893,13521,1464,2486932,5262,Report,3463,13521,2104,2013023,7647
09/18/2021,37,CO,10781,7060656,9491,2281,3762429,3516,Admin,10781,9492,2805,3393418,4066
09/18/2021,37,SC,9231,5134214,13311,3574,2816844,5549,Admin,9231,13311,5145,2382554,6573
09/18/2021,37,MO,12170,6158084,11245,4911,3362862,4581,Report,12170,11245,6485,2877897,6035
09/18/2021,37,IA,2527,3408159,4208,966,1821663,1715,Admin,2527,4209,1417,1689197,2252
09/18/2021,37,US,419786,386615358,604901,167075,212187682,254379,Admin,419786,604901,222372,181923218,311157
09/18/2021,37,VT,103,890268,479,46,490719,224,Admin,103,479,43,436470,194
09/18/2021,37,MA,20995,9662587,9979,9653,5278121,4802,Report,20995,9979,9343,4630100,4465
09/18/2021,37,OH,11652,11918734,16098,4419,6355570,7420,Admin,11652,16099,6621,5882054,8089
09/18/2021,37,WA,12283,9913217,18309,5125,5377405,8723,Admin,12283,18309,6206,4764784,8728
09/18/2021,37,WI,13094,6665992,10233,5939,3531614,4650,Report,13094,10233,6483,3232659,4983
09/18/2021,37,AZ,13009,8058815,14204,5576,4334153,6510,Report,13009,14204,6267,3653801,6544
09/18/2021,37,IL,15109,15107124,18474,6705,8515930,8730,Admin,15109,18474,7723,6621774,8859
09/18/2021,37,MH,314,40063,145,130,22436,106,Report,314,145,205,19530,72
09/18/2021,37,PA,770,15871428,23202,445,9115138,11754,Report,770,23202,773,7271729,10929
09/18/2021,37,NV,5851,3324411,6617,2831,1863911,3209,Report,5851,6617,3038,1531422,3250
09/18/2021,37,AK,1862,765238,1556,685,417320,701,Report,1862,1556,1036,357820,648
09/18/2021,37,NY,62388,25321342,52439,30974,13626196,27465,Report,62388,52439,30281,12141555,24369
09/18/2021,37,MH,0,40063,18,0,22436,5,Admin,0,18,0,19512,14
09/18/2021,37,UT,17933,3363011,6829,7618,1883282,2953,Report,17933,6829,9276,1588179,3534
09/18/2021,37,ID,1934,1531207,3186,980,823291,1576,Admin,1934,3186,879,727379,1443
09/18/2021,37,DE,0,1182159,792,0,652211,393,Admin,0,792,0,564979,360
09/18/2021,37,LTC,0,7956415,708,0,4710347,537,Admin,0,708,0,3216929,174
09/18/2021,37,ME,1594,1797475,2455,747,984314,1072,Admin,1594,2456,802,905240,1342
09/18/2021,37,RP,0,30183,64,0,17335,23,Report,0,64,2,15019,7
09/18/2021,37,NH,1234,1728877,1415,671,925425,773,Admin,1234,1415,595,820245,681
09/18/2021,37,NE,187,2126511,3349,117,1129335,1351,Report,187,3349,121,1038052,1703
09/18/2021,37,AS,0,59272,115,0,32756,76,Admin,0,115,0,26821,39
09/18/2021,37,NJ,13978,11390919,16168,5645,6198416,6679,Admin,13978,16168,7039,5502776,8047
09/18/2021,37,IN,9902,6602165,11086,4117,3486462,5201,Report,9902,11086,5302,3199892,5310
09/18/2021,37,OK,5290,4058857,9272,1954,2244198,3711,Admin,5290,9273,3099,1870338,4926
09/18/2021,37,ND,2182,726179,1483,990,400280,752,Report,2182,1483,1052,329164,644
09/18/2021,37,NM,5036,2730363,4806,1907,1486239,1920,Report,5036,4806,2803,1299802,2448
09/18/2021,37,NC,26892,10981479,25662,12871,6168000,12792,Report,26892,25662,13093,5087404,11934
09/18/2021,37,KY,7336,4818189,11491,2774,2658935,4986,Admin,7336,11491,3786,2282594,5778
09/18/2021,37,VI,8,100144,162,2,54743,61,Admin,8,162,6,46372,97
09/18/2021,37,CA,79544,49538267,80650,33480,27898205,35252,Report,79544,80650,42055,22811511,41201
09/18/2021,37,MI,8271,10478384,10813,3473,5511584,4591,Admin,8271,10813,3974,5071625,5127
09/18/2021,37,RI,2452,1433284,2110,1129,771135,1015,Report,2452,2110,1561,708220,1306
09/18/2021,37,OK,11296,4036319,10813,4526,2235452,4591,Report,11296,10813,5793,1832097,5378
09/18/2021,37,MP,153,69161,93,44,35512,27,Admin,153,93,98,33654,47
09/18/2021,37,NY,36192,25412538,45560,17187,13669262,23478,Admin,36192,45560,18784,12222422,21819
09/18/2021,37,FM,4,70200,176,2,43396,76,Admin,4,177,3,36564,121
09/18/2021,37,IL,22180,15052025,21198,10387,8491055,10196,Report,22180,21198,10234,6667544,9630
09/18/2021,37,WA,17283,9859904,20964,7915,5354398,10404,Report,17283,20964,8614,4736351,9693
09/18/2021,37,DE,97,1181909,1747,60,652000,843,Report,97,1747,85,552968,832
09/18/2021,37,WV,1698,1533968,1083,737,850437,544,Report,1698,1083,842,719187,524
09/18/2021,37,GA,17,10398536,15252,8,5715526,6476,Admin,17,15253,12,4668381,7896
09/18/2021,37,MD,7951,7851262,10242,3110,4201625,4205,Admin,7951,10243,4051,3816553,4918
09/18/2021,37,MD,13378,7825332,11925,5438,4191100,4993,Report,13378,11925,6847,3819904,5580
09/18/2021,37,AS,364,58827,53,222,32445,32,Report,364,53,139,26805,19
09/18/2021,37,LTC,1320,7954083,1027,848,4708341,747,Report,1320,1027,0,0,0
09/18/2021,37,UT,0,3375757,222,0,1888642,137,Admin,0,223,0,1604302,84
09/18/2021,37,GA,43556,10396999,39903,19600,5714667,17820,Report,43556,39903,20680,4677961,19360
09/17/2021,37,VI,272,100136,180,88,54741,77,Admin,272,181,181,46366,97
09/17/2021,37,RI,2206,1430832,2139,1011,770006,1039,Report,2206,2139,1731,706659,1252
09/17/2021,37,LTC,345,7956415,708,247,4710347,537,Admin,345,708,93,3216929,174
09/17/2021,37,AR,6769,2957960,5217,2238,1664797,1845,Admin,6769,5217,4306,1346803,3202
09/17/2021,37,AS,445,59272,115,311,32756,76,Admin,445,115,133,26821,39
09/17/2021,37,LTC,2503,7952763,1099,1772,4707493,841,Report,2503,1099,0,0,0
09/17/2021,37,WI,12315,6652898,10093,5443,3525675,4524,Report,12315,10093,6110,3226176,4934
09/17/2021,37,NH,1458,1724464,2262,809,922971,1300,Report,1458,2262,679,828048,983
09/17/2021,37,HI,2828,1844810,2050,1250,1069239,996,Admin,2828,2050,1486,799606,975
09/17/2021,37,IN,12521,6592263,11418,5489,3482345,5445,Report,12521,11418,6476,3194590,5339
09/17/2021,37,TN,19703,6654437,19124,7935,3609389,8009,Report,19703,19124,9551,3002081,8951
09/17/2021,37,OH,20263,11907082,16239,8428,6351151,7663,Admin,20263,16239,11052,5875433,8003
09/17/2021,37,RP,175,30183,64,0,17335,23,Report,175,64,0,15017,6
09/17/2021,37,MD,12602,7843311,10383,4880,4198515,4319,Admin,12602,10383,6185,3812502,4946
09/17/2021,37,MH,3,40063,22,2,22436,6,Admin,3,23,1,19512,18
09/17/2021,37,NC,25008,11025518,21290,11221,6189722,10275,Admin,25008,21291,13109,5161094,10444
09/17/2021,37,LA,11786,4388957,10871,3658,2411130,3456,Report,11786,10871,7556,2043833,6889
09/17/2021,37,AK,2301,763376,1587,926,416635,773,Report,2301,1587,1077,356784,592
09/17/2021,37,MO,10699,6145914,11419,4370,3357951,4692,Report,10699,11419,5829,2871412,6095
09/17/2021,37,US,956474,383994877,775023,397236,211097597,341910,Report,956474,775023,486028,180572171,381816
09/17/2021,37,MS,270,2684389,10465,184,1458478,3785,Report,270,10465,352,1241563,5983
09/17/2021,37,ND,1773,728409,1315,818,401328,642,Admin,1773,1316,926,346532,640
09/17/2021,37,AZ,15102,8084312,11943,6600,4345518,5444,Admin,15102,11943,7815,3723973,5837
09/17/2021,37,MN,9863,6568557,7693,3685,3546527,2908,Admin,9863,7693,5169,3236544,3962
09/17/2021,37,KY,16323,4773886,12655,7433,2640808,5920,Report,16323,12655,7952,2263535,5825
09/17/2021,37,MA,443,9641592,8555,288,5268468,4174,Report,443,8555,469,4620757,3791
09/17/2021,37,PR,4975,4597700,4627,1533,2489947,1508,Admin,4975,4628,2952,2190312,2775
09/17/2021,37,AK,1510,769668,1072,585,418513,478,Admin,1510,1072,653,363266,429
09/17/2021,37,VA,20280,10694859,16612,8533,5776234,7448,Admin,20280,16612,10114,5097461,8167
09/17/2021,37,NY,52234,25376346,46222,25522,13652075,24143,Admin,52234,46222,26092,12203638,21864
09/17/2021,37,MA,443,9641592,8555,288,5268468,4174,Report,443,8555,469,4620757,3791
09/17/2021,37,IA,5496,3389895,4982,2458,1814659,2138,Report,5496,4982,2680,1675052,2525
09/17/2021,37,MS,9421,2719136,7889,2686,1469340,2621,Admin,9421,7890,6105,1257512,4739
09/17/2021,37,IL,23926,15092015,18740,10659,8509225,8945,Admin,23926,18741,12014,6614051,8906
09/17/2021,37,OK,12031,4053567,9551,4558,2242244,3885,Admin,12031,9551,6503,1867239,5022
